X,Y,Number,Letter,Angle,Distance,Type,Rotation
-2908.523056214108,4757.490498091253,1,,69.13662878898232,486.3775228564283,corners,104.0
-3463.1717202600994,4834.551790013647,2,,40.81141650006943,549.6650672053327,corners,104.0
-3333.3247695142136,6205.801601139092,3,,-3.557132416786196,683.2227911485405,corners,104.0
-3726.8753781951586,9192.730296885,4,,47.148851941157076,998.1974534023656,corners,104.0
-4503.338061486339,9863.121848255349,5,,22.80346716811735,1105.7797677096266,corners,104.0
-4285.277170059697,11311.588157372298,6,,-17.739135074836348,1252.8648850194593,corners,104.0
-4405.375789032021,12447.507360095766,7,,22.025440260194003,1370.2032951292529,corners,104.0
-4926.6524289887675,12948.264921924423,8,,28.39364193520494,1441.3129662791869,corners,104.0
-4851.685765788991,14451.23927618633,9,,141.24659981410446,1596.4098257546175,corners,104.0
-4049.885091566999,15075.214007695733,10,,-33.91941351687294,1703.3260210910428,corners,104.0
-3793.6155931845055,16049.942225670482,11,,-14.63405531867106,1805.4788797622298,corners,104.0
-3573.7348764062713,16904.96513044109,12,,-9.142795149235376,1885.363323464513,corners,104.0
-4317.586218963094,21791.136106267713,13,,102.44055797680988,2418.21139163041,corners,104.0
-4128.693808130403,18964.562668757066,14,,-173.05277545528216,2740.819638470818,corners,104.0
-4524.771575373783,16996.49388114333,15,,-204.52800951234912,2940.0509863869906,corners,104.0
-4900.2146767086415,15776.132943023345,16,,140.97019409517907,3063.6476528542794,corners,104.0
-5687.898927810389,15233.132054777167,17,,-210.22979994929267,3170.5732138657754,corners,104.0
-5575.506518373531,13034.768132909623,18,,-160.33138124745375,3398.2620417270437,corners,104.0
-4995.647738092284,11155.10295548154,19,,-175.76376667524812,3588.1258575710294,corners,104.0
-4663.182729865367,9118.43162273858,20,,-156.8365303890967,3789.595499992125,corners,104.0
-3883.815484557315,7285.573383855088,21,,-171.2512867068793,3994.6395801613376,corners,104.0
-3912.876567276061,4866.397794696875,22,,-168.83778606792842,4246.322885953337,corners,104.0
-3409.812556762191,4155.133314899098,23,,-134.08095044212348,4326.5067650367655,corners,104.0
-3104.1254266500055,2806.184304442164,24,,-188.77163719765326,4476.225956327489,corners,104.0
-4073.934794761703,93.77447360417227,25,,-183.33071234860574,4769.775312484839,corners,104.0
-3097.992407379881,-3343.273850025347,26,,-144.71499434218612,5138.180996554824,corners,104.0
-126.0020350712939,-5554.263009208047,27,,-50.14775596432159,5513.073376004828,corners,104.0
-1291.000003877149,216.00009714430962,1,,-158.97907911337097,9.315105330223567,lights,104.0
-2537.8466991620057,3956.515828842339,2,,15.229727650253672,407.6208201288639,lights,104.0
-3401.1214932205503,5738.37031859992,3,,-13.27078493176392,637.1860487316027,lights,104.0
-3624.587264900437,8839.184186413064,4,,3.364503084512897,957.191071090996,lights,104.0
-4597.6918013574195,10309.212951630367,5,,4.005262742634578,1142.9866147602456,lights,104.0
-4785.04107085138,12803.0272272904,6,,-123.40545617544265,1428.0373625553202,lights,104.0
-3874.72445665939,15686.481246001642,7,,-9.543217138267469,1760.7798144072694,lights,104.0
-3556.468927931447,20484.471647228835,8,,5.112440477147274,2247.0987212817145,lights,104.0
-4754.6021965651935,20501.21282053306,9,,16.072863279514507,2574.2847714945624,lights,104.0
-4242.5665452053745,17649.376805425833,10,,-17.962137162906966,2873.3992997821547,lights,104.0
-5789.4411328611695,14647.196543463051,11,,-182.20462982930744,3226.446309981434,lights,104.0
-5100.740512496313,11780.818322710375,12,,13.963294281241879,3517.3782390477363,lights,104.0
-4780.882008103577,9421.066408920422,13,,-162.10276025593325,3770.7779757919634,lights,104.0
-3857.3106726203955,5516.63875023131,14,,-188.68946872384205,4174.365508288504,lights,104.0
-3141.162647347398,3653.933995103597,15,,11.840848976209934,4384.201962097103,lights,104.0
-3432.62053377489,1989.4371297794223,16,,-207.04754989852765,4558.233031662609,lights,104.0
-4048.397723692279,-530.7813867614932,17,,-172.11474681961263,4825.5197180865725,lights,104.0
-2825.140160499185,-3681.478297910102,18,,42.75140244710765,5173.610923109111,lights,104.0
-1027.189409142221,-5240.259422582414,19,,-125.58951384692448,5405.009440742608,lights,104.0
-33.327868324224255,-4863.852923415368,20,,14.84684571967108,5583.395021407215,lights,104.0
-480.6244732430541,-2790.7412224933087,21,,13.537264163206906,5800.225477083691,lights,104.0
-1291.000003877149,216.00009714430962,1,,-160.08161591868787,9.315105330223567,sectors,104.0
-2578.888987028903,4103.767893323747,2,,15.127710002191833,421.80858844731597,sectors,104.0
-3372.24106208826,5878.714848878686,3,,-10.698695209337625,659.6044530125877,sectors,104.0
-3638.963144680895,8976.824373467743,4,,9.021663358623542,968.3878794265282,sectors,104.0
-4602.204800602082,10385.49951662682,5,,1.9845808976252073,1156.0770567201375,sectors,104.0
-4931.138432678421,12956.700229041528,6,,-152.15501673853754,1441.3129662791869,sectors,104.0
-3862.5402386398882,15757.09575199735,7,,-9.840372109156082,1775.834867109846,sectors,104.0
-3563.32721905552,20555.798987575054,8,,5.522969190966158,2247.0987212817145,sectors,104.0
-4787.846115230398,20659.928357119556,9,,7.784283920432756,2548.2093541236654,sectors,104.0
-4184.890966899258,17831.529679443123,10,,-13.272763140245882,2856.4714854784042,sectors,104.0
-5779.488320590856,14790.142832951102,11,,-184.8098927609404,3212.004259466898,sectors,104.0
-5132.909292327659,11900.771398148037,12,,16.187324509992187,3517.3782390477363,sectors,104.0
-4803.278430554008,9494.137737937928,13,,-163.42892175446462,3751.957015101241,sectors,104.0
-3834.8281784876694,5682.283887256607,14,,-185.76712266693508,4157.829587562888,sectors,104.0
-3177.838956415292,3787.2665965243723,15,,21.79228339586453,4384.201962097103,sectors,104.0
-3365.886435883208,2121.6366807542236,16,,-206.46787591613636,4542.633255961544,sectors,104.0
-4058.039283343774,-445.3879913736382,17,,-173.74826694554767,4825.5197180865725,sectors,104.0
-2871.85813783956,-3627.1491794918275,18,,40.340890626667786,5173.610923109111,sectors,104.0
-1027.189409142221,-5240.259422582414,19,,-125.05395053410211,5405.009440742608,sectors,104.0
-75.49763681782133,-4672.6190535386995,20,,12.44661482848948,5604.884873634053,sectors,104.0
-540.3497079102599,-2534.983386383301,21,,13.316934572770066,5833.113601238272,sectors,104.0
